,particle,velocity,orientation
0,1,1.7840389310788118,0.03141465082422798
1,6,1.8177693177689187,0.02443851933397556
2,18,1.703013498520298,0.03408742555068202
3,28,1.9856326036323635,0.044495051635708695
4,32,1.7521800751565877,0.03491896072643189
5,34,1.8326342892867011,0.03177399862320703
6,39,1.4082340588754974,0.051607129976247335
7,42,1.4783571876511241,0.029383696138027646
8,43,1.0828588282205678,0.017239829546491274
9,44,2.170006660978244,0.02945473457038022
10,50,1.0331879710472018,0.025351060957269755
11,60,2.208571063303017,0.04332142414685971
12,74,1.3294362980411714,0.3305373907197318
13,76,1.949655414358528,0.09002424609620156
14,77,1.120859759344594,0.11489773535833225
15,80,1.5126194302585474,0.04631244732057844
16,84,1.00810581709321,0.0674885853455507
17,89,2.2145305393514487,0.0507990500625434
18,107,0.8945781650936268,0.048862053360723544
19,112,1.1820333522837863,0.056089926639031784
20,126,1.168210328567998,0.033822599609879926
21,135,2.0320444024179753,0.032717908778075164
22,139,2.1075235820321936,0.05723790983425908
23,146,2.3967072248594343,0.05135878744718307
24,148,1.3697935104543124,0.01470697099878716
25,158,1.7682689732167822,0.0356009185824268
26,162,1.3628069648030876,0.05017419362557269
27,166,2.858327107499566,0.3842561370796617
28,168,1.763110797862711,0.04343085489312315
29,170,2.838237879933003,0.04160262054061429
30,175,1.4766627320267252,0.043233433008230876
31,176,2.241261202975802,0.04217716850293658
32,180,1.3711198385914984,0.04210407720691142
33,189,1.9135158247399697,0.04928635437090747
34,191,2.150391474412541,0.30075887688300756
35,192,1.3426336076324048,0.04702327168526346
36,195,0.981241053340017,0.017248607948078216
37,196,1.9435096317649423,0.04123539963550682
38,198,1.5514417654304313,0.022227374896814058
39,201,1.3754623866356588,0.5844886843617244
40,202,1.414800553071114,0.021075177582012456
41,203,1.275697731726584,0.01992347842675708
42,205,1.759271082792519,0.07251163425652754
43,208,1.9446635979110074,0.03639059217001006
44,213,0.9012889147000459,0.529676756012684
45,220,1.8977459618003296,0.05299244106412418
46,221,1.994024314794509,0.03567093286151954
47,224,1.4335601086865317,0.0526358156518613
48,225,1.9428400149789395,0.0444228544171869
49,229,2.365623130595514,0.23241556200609276
50,233,1.5243657602465506,0.044426396200697424
51,241,2.282233684239352,0.047272956276796375
52,245,1.7037266610770019,0.02460436519991014
53,247,1.4465951654809261,0.387678339095494
54,248,1.5354275252079042,0.035320837164976145
55,249,1.5590833855837973,0.17314292555795993
56,251,1.532232794884613,0.0347292763184727
57,252,1.9722679920534263,0.02858553640530134
58,254,1.1312716813612347,0.0404649150625241
59,256,1.4480386194750388,0.18990119790535598
60,257,1.8532525823363617,0.04016781894443511
61,258,2.423126124660244,0.04556814663769002
62,260,2.0671107727968496,0.04055538552759451
63,262,0.7620463184037176,0.03293125781341759
64,264,2.031407391934132,0.06903598104178334
65,265,1.4163003825809402,0.04804076019645758
66,267,1.5323120935378944,0.03278074449958816
67,269,2.165059144415833,0.7894370458742941
68,280,1.7858807292969436,0.034202869498607125
69,281,2.018211628455773,0.04348676724776068
70,282,0.9110094059078925,0.03421707254532993
71,287,1.7741490645485936,0.030947304123795205
72,291,1.952441098759632,0.05203311776199806
73,296,1.4555713450841192,0.03062509621392944
74,298,1.4619185590395776,0.03639408411852236
75,299,1.5379032295361024,0.08087852664193589
76,308,1.1310172688608273,0.7052308220363882
77,309,1.59152602451947,0.024540961277581614
78,313,1.4616372087200076,0.04467051501817914
79,322,0.981378969700507,0.032171233582137235
80,324,1.5956890912192905,0.02502470319019574
81,328,1.059561146703181,0.10920067901748723
82,329,0.8737457927844399,0.02950843429452518
83,334,2.008953661112327,0.7630951238524077
84,335,1.228480816204241,0.0736691752107571
85,338,0.8818225427400397,0.027246726652235757
86,342,1.296632096327456,0.8404475675618818
87,353,0.9192181680659361,0.017738292041336742
88,355,1.6245145080839276,0.05313810855795008
89,358,1.4243100557034056,0.03502327366595908
90,361,0.9178220667862466,0.030353222063893803
91,364,1.481536931370816,0.028023459093816164
92,366,1.3345873716180239,0.029462259421625416
93,368,0.8954336199731276,0.01730830634835573
94,369,1.7918601272824273,0.036336027464719436
95,377,1.902760975051419,0.04881691556410986
96,378,0.899801223869796,0.023108163286843907
97,382,1.9722629649080339,0.03957341539935414
98,385,2.5102578450130406,0.042525608402438124
99,387,1.3913121891230142,0.03388403909108179
100,389,1.8243927511706857,0.020758835756905243
101,391,0.9695601441234162,0.024862860056728917
102,396,1.926675796290998,0.2400014959020742
103,401,1.9814722102643203,0.03586804687098978
104,404,1.4069936933218887,0.9954698364479037
105,409,1.1167901051822846,0.03608675227822545
106,418,1.2159230277238215,0.04381484548085934
107,421,1.5636053756880663,0.04168596889460198
108,423,2.350989034669492,0.02040094180244449
109,436,1.9870686385573892,0.0354644160670925
110,438,1.3493649538040564,0.03841777772530749
111,439,2.619998918921301,0.053681147048918576
112,442,1.598273418192902,0.01644910423739996
113,443,1.6396658554112322,0.06191987173987946
114,452,1.632571172667618,0.321652581855449
115,462,1.925568402634922,0.02442730728827762
116,464,1.6804600021996667,0.3646077551323884
117,467,1.6513989707828898,0.057904201911013746
118,477,1.2230843250231491,0.025436196919481756
119,481,1.9601043811303962,0.028103044372549228
120,484,1.6052047195465264,0.46574356333864847
121,488,1.684415600155249,0.02813982138010648
122,489,1.4608129697826109,0.035144336527227316
123,490,2.224797715082144,0.04130328393338198
124,492,1.8291253317973097,0.019289217299489285
125,496,0.6746213929025002,0.022767280961454302
126,499,2.18590289591676,0.04425911984886282
127,508,2.1514197690636325,0.03639755408568712
