 ,Area,Mean,StdDev,Mode,Min,Max,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
161,2304,127.451,16.417,125,56,172,181.823,60.350,48.609,91.492,0.876,62.097,293648,126,0.020,0.274,293648,254,53,92,75.069,49.490,1.242,0.805,0.964
162,1996,126.990,16.314,121,71,168,177.681,63.592,39.964,96.432,0.794,65.734,253473,127,-0.135,0.207,253473,256,56,33,103.191,40.000,1.591,0.628,0.955
163,1995,124.112,20.162,115,61,171,174.652,56.138,45.248,90.622,0.822,59.439,247603,123,-0.070,-0.414,247603,256,55,143,102.633,46.740,1.241,0.806,0.943
164,3901,125.450,14.047,125,79,165,280.066,117.084,42.422,90.973,0.625,116.155,489382,125,-0.016,0.369,489382,258,59,104,92.961,44.000,2.760,0.362,0.958
165,2277,125.973,17.253,125,75,170,185.723,63.496,45.659,88.655,0.830,66.287,286840,125,-0.134,0.005,286840,260,57,164,78.690,48.000,1.391,0.719,0.955
166,2568,126.493,13.492,130,75,167,195.924,67.316,48.572,88.141,0.841,67.676,324833,127,-0.364,0.573,324833,261,48,168,71.030,50.000,1.386,0.722,0.969
167,1797,123.930,19.284,118,77,167,165.782,60.299,37.944,87.543,0.822,60.671,222703,123,0.019,-0.682,222703,264,60,235,81.469,38.699,1.589,0.629,0.958
168,1854,126.979,19.518,116,75,169,174.510,61.029,38.680,88.267,0.765,65.031,235419,127,0.005,-0.819,235419,265,63,1,91.762,40.000,1.578,0.634,0.944
169,2772,126.201,19.398,126,66,170,212.995,79.976,44.131,88.509,0.768,80.306,349830,126,-0.126,-0.547,349830,266,58,157,84.999,44.000,1.812,0.552,0.961
170,2848,127.686,13.233,129,83,172,205.480,70.587,51.372,89.466,0.848,72.339,363650,127,0.277,0.700,363650,267,57,144,84.447,53.000,1.374,0.728,0.967
171,4051,125.250,16.433,121,70,173,286.007,116.339,44.335,89.823,0.622,112.285,507389,124,0.175,-0.079,507389,268,61,226,85.914,46.000,2.624,0.381,0.907
172,4358,125.824,17.704,122,63,175,307.078,123.579,44.901,87.502,0.581,119.206,548341,125,-0.150,0.235,548341,270,60,208,86.634,49.000,2.752,0.363,0.894
173,2233,126.181,22.259,120,61,173,187.823,65.949,43.111,86.961,0.795,68.731,281763,126,-0.262,-0.530,281763,272,58,62,98.366,45.537,1.530,0.654,0.940
174,1938,127.146,20.643,127,65,172,171.095,62.035,39.777,93.172,0.832,62.394,246409,128,-0.358,-0.274,246409,274,63,37,96.442,40.000,1.560,0.641,0.960
175,2084,126.728,14.156,129,80,170,175.095,61.931,42.845,90.182,0.854,62.370,264102,126,0.131,-0.301,264102,275,60,66,102.031,43.766,1.445,0.692,0.962
176,2324,126.287,18.379,123,72,171,187.338,65.736,45.014,92.403,0.832,67.742,293490,126,-0.035,-0.382,293490,276,57,149,81.511,46.000,1.460,0.685,0.963
177,2238,126.897,15.276,120,73,170,179.581,58.941,48.345,88.803,0.872,61.000,283995,126,0.138,-0.097,283995,278,57,110,79.611,49.000,1.219,0.820,0.963
178,2291,124.560,16.490,123,79,164,190.066,66.870,43.622,92.702,0.797,69.231,285368,125,-0.107,-0.413,285368,279,58,154,100.823,46.889,1.533,0.652,0.942
179,2065,126.563,19.205,127,68,169,176.752,60.321,43.588,84.272,0.831,63.561,261353,127,-0.231,-0.465,261353,281,55,129,77.276,45.000,1.384,0.723,0.958
180,2029,124.692,15.813,125,81,164,176.853,65.544,39.415,93.677,0.815,65.490,253001,123,0.278,-0.277,253001,282,64,246,82.983,39.574,1.663,0.601,0.960
181,2061,127.671,16.199,127,81,168,179.439,66.010,39.754,91.632,0.804,67.268,263130,126,0.284,-0.347,263130,283,58,77,78.857,40.000,1.660,0.602,0.958
182,2084,124.463,15.273,122,75,167,180.267,66.109,40.137,93.184,0.806,66.287,259380,123,0.172,0.157,259380,284,57,183,101.310,41.855,1.647,0.607,0.964
183,2117,127.316,15.435,126,75,166,184.510,66.576,40.487,92.985,0.781,67.897,269527,126,0.173,0.102,269527,285,56,13,99.324,42.000,1.644,0.608,0.961
184,2257,127.276,14.638,135,88,169,185.681,66.055,43.505,90.895,0.823,68.359,287263,127,0.161,-0.489,287263,287,59,36,95.877,43.000,1.518,0.659,0.961
185,1668,124.752,15.796,124,84,167,158.125,57.654,36.836,87.572,0.838,58.052,208087,124,0.139,-0.432,208087,288,56,181,79.077,36.000,1.565,0.639,0.962
186,2394,126.924,17.152,124,74,167,192.752,69.128,44.094,91.509,0.810,71.063,303857,126,0.087,-0.465,303857,290,57,119,76.159,45.000,1.568,0.638,0.965
187,2325,126.196,18.514,124,67,169,188.894,62.456,47.398,95.030,0.819,64.630,293406,126,-0.157,-0.154,293406,291,57,90,98.005,49.312,1.318,0.759,0.951
188,1908,127.199,18.872,126,63,170,178.267,64.942,37.408,91.876,0.754,66.940,242695,126,-0.210,-0.005,242695,293,58,44,103.829,39.534,1.736,0.576,0.950
189,2921,126.986,18.886,124,67,174,206.208,69.895,53.210,86.195,0.863,72.180,370927,126,0.030,-0.205,370927,295,53,118,79.624,54.884,1.314,0.761,0.964
190,2039,123.953,19.322,114,70,172,174.995,59.430,43.684,98.839,0.837,63.348,252741,121,0.078,-0.744,252741,296,61,167,101.842,44.518,1.360,0.735,0.952
191,3708,125.043,19.281,126,52,171,233.137,80.775,58.448,89.634,0.857,81.584,463659,125,-0.060,-0.132,463659,298,54,198,78.690,60.000,1.382,0.724,0.967
192,1595,126.500,16.144,127,86,167,152.024,51.272,39.609,94.015,0.867,53.160,201768,125,0.241,-0.339,201768,299,56,88,106.390,40.871,1.294,0.773,0.954
193,2222,125.241,14.124,122,80,166,200.853,78.756,35.923,92.382,0.692,77.318,278286,125,0.015,0.142,278286,300,61,199,84.806,38.655,2.192,0.456,0.937
194,3686,125.752,12.126,126,89,165,269.966,108.296,43.336,90.863,0.636,110.454,463523,125,0.256,0.006,463523,302,58,221,84.806,46.000,2.499,0.400,0.943
195,2187,124.507,17.838,124,71,169,178.995,61.154,45.534,85.268,0.858,62.650,272297,124,0.110,-0.265,272297,303,55,232,81.741,46.000,1.343,0.745,0.963
196,1737,125.934,16.296,127,53,164,166.752,57.566,38.419,91.936,0.785,59.540,218748,127,-0.468,0.554,218748,305,63,117,97.722,41.689,1.498,0.667,0.939
197,2487,124.719,20.893,120,58,169,196.894,69.154,45.790,94.278,0.806,69.871,310176,124,-0.150,-0.493,310176,306,61,109,99.058,48.874,1.510,0.662,0.951
198,2076,124.382,21.477,120,51,171,173.480,53.765,49.163,93.373,0.867,57.489,258216,123,-0.139,-0.345,258216,307,58,172,76.931,50.898,1.094,0.914,0.947
199,2091,127.266,18.156,125,70,170,175.924,62.189,42.810,93.727,0.849,63.388,266113,127,-0.060,-0.104,266113,309,56,39,96.340,44.000,1.453,0.688,0.965
200,2211,125.271,16.225,129,70,166,188.167,69.998,40.217,86.537,0.785,71.449,276975,125,0.047,-0.146,276975,310,60,197,83.571,40.871,1.740,0.575,0.960
201,3035,124.716,20.010,122,46,173,211.622,67.473,57.271,85.250,0.852,70.385,378514,123,-0.020,-0.063,378514,312,51,184,67.443,59.702,1.178,0.849,0.956
202,2577,126.938,13.960,126,78,168,202.995,76.838,42.702,90.700,0.786,78.160,327118,127,-0.038,-0.007,327118,314,62,85,93.668,43.910,1.799,0.556,0.962
203,2795,124.748,16.811,120,75,177,215.137,77.394,45.982,91.498,0.759,79.246,348672,123,0.193,0.021,348672,315,59,135,100.176,46.941,1.683,0.594,0.940
204,2588,126.043,13.169,130,63,157,210.510,82.364,40.007,89.897,0.734,82.873,326200,127,-0.541,0.795,326200,317,56,208,81.674,41.000,2.059,0.486,0.965
205,3020,127.019,16.848,126,70,171,225.137,86.128,44.645,89.535,0.749,88.278,383598,126,0.170,-0.116,383598,318,62,145,85.452,45.924,1.929,0.518,0.965
206,2961,124.594,19.789,119,39,180,212.066,73.729,51.134,93.289,0.827,74.673,368924,124,-0.116,-0.138,368924,319,55,163,97.696,51.000,1.442,0.694,0.960
207,1860,124.591,17.070,126,73,165,164.024,53.630,44.158,81.065,0.869,54.571,231740,124,-0.117,0.089,231740,321,61,228,76.218,44.000,1.214,0.823,0.959
208,2109,125.754,18.405,118,81,170,182.752,67.597,39.724,90.971,0.794,68.359,265215,124,0.267,-0.541,265215,323,58,100,95.877,39.000,1.702,0.588,0.958
209,2320,127.213,17.358,126,75,170,189.581,65.908,44.818,90.140,0.811,67.030,295135,126,0.133,-0.241,295135,324,62,133,88.290,46.000,1.471,0.680,0.957
210,2021,125.571,16.345,119,80,165,176.167,59.451,43.283,89.320,0.818,63.127,253779,124,0.124,-0.283,253779,325,59,107,93.633,45.000,1.374,0.728,0.950
211,2377,126.004,19.801,127,56,172,196.167,71.871,42.110,94.029,0.776,72.443,299511,126,-0.306,0.203,299511,326,61,153,83.660,42.961,1.707,0.586,0.955
212,2209,127.108,14.056,127,57,162,185.581,67.653,41.574,86.853,0.806,69.065,280782,127,-0.364,0.589,280782,327,60,137,87.510,42.656,1.627,0.615,0.955
213,1850,124.917,19.234,120,56,163,168.894,55.875,42.157,91.084,0.815,60.208,231097,125,-0.435,-0.078,231097,328,62,129,101.497,45.396,1.325,0.754,0.942
214,1792,125.010,20.205,124,67,174,160.409,53.718,42.475,96.941,0.875,56.294,224018,124,-0.087,-0.285,224018,329,59,152,102.308,44.000,1.265,0.791,0.954
215,2111,124.825,16.771,127,71,166,181.823,67.009,40.111,90.283,0.802,69.462,263506,125,0.023,0.103,263506,331,62,150,96.613,43.000,1.671,0.599,0.961
