 ,Area,Mean,StdDev,Mode,Min,Max,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
256,1627,100.883,10.211,106,64,126,156.610,55.624,37.242,87.809,0.834,56.436,164137,102,-0.618,0.484,164137,369,58,23,97.125,39.000,1.494,0.670,0.958
257,2129,100.869,10.451,106,64,133,181.439,69.785,38.844,88.316,0.813,70.178,214751.000,102,-0.408,-0.014,214751.000,370,58,145,85.914,38.000,1.797,0.557,0.970
258,2622,100.874,8.832,106,69,132,197.681,70.794,47.157,92.150,0.843,71.063,264492,102,-0.439,0.244,264492,372,64,176,103.841,47.000,1.501,0.666,0.974
259,2638,102.215,8.540,106,73,136,198.267,70.598,47.577,92.263,0.843,71.309,269642,103,-0.343,0.292,269642,373,61,20,104.621,47.000,1.484,0.674,0.973
260,2192,100.771,9.557,101,67,136,189.924,71.229,39.183,89.938,0.764,74.061,220889,101,-0.438,0.535,220889,374,64,153,92.322,39.000,1.818,0.550,0.963
261,2396,100.939,10.472,106,53,133,192.510,66.909,45.594,89.622,0.812,68.007,241849,103,-0.821,1.115,241849,376,53,241,70.233,45.000,1.467,0.681,0.963
262,2408,102.333,10.008,106,60,144,188.853,66.326,46.226,89.349,0.848,67.720,246418,104,-0.669,0.759,246418,377,52,82,73.706,46.000,1.435,0.697,0.968
263,2791,101.364,10.510,106,61,128,207.480,76.609,46.386,89.758,0.815,80.225,282906,104,-1.029,1.055,282906,378,61,126,94.289,46.000,1.652,0.605,0.975
264,2826,103.208,8.963,106,62,127,218.167,85.376,42.145,90.464,0.746,86.093,291667,105,-0.906,1.015,291667,380,61,67,92.663,42.878,2.026,0.494,0.967
265,3360,101.304,15.137,98,52,155,233.966,87.345,48.979,89.472,0.771,90.139,340381,101,0.250,0.409,340381,382,62,48,93.180,49.000,1.783,0.561,0.967
266,2660,102.885,10.684,106,65,144,215.380,78.261,43.276,91.449,0.721,84.024,273675,103,0.029,0.286,273675,384,66,27,91.364,44.901,1.808,0.553,0.952
267,2425,101.122,10.002,106,66,135,212.752,79.562,38.808,91.266,0.673,85.475,245221.000,103,-0.610,0.367,245221.000,385,64,134,96.044,40.000,2.050,0.488,0.946
268,2103,100.282,9.983,106,61,128,180.267,67.203,39.844,89.050,0.813,68.359,210894,102,-0.807,0.604,210894,387,58,209,84.123,40.000,1.687,0.593,0.966
269,1835,101.628,10.095,101,62,130,169.924,62.345,37.475,87.920,0.799,64.382,186488,103,-0.868,0.976,186488,390,58,107,83.758,39.517,1.664,0.601,0.958
270,2869,103.336,9.477,104,71,128,216.309,79.947,45.692,89.315,0.771,80.306,296472,104,-0.602,0.193,296472,391,60,66,95.001,46.156,1.750,0.572,0.956
271,2198,98.423,12.718,106,50,133,181.924,65.567,42.683,87.079,0.835,66.370,216333,101,-0.655,-0.008,216333,392,57,231,83.946,44.000,1.536,0.651,0.964
272,2207,99.971,12.263,106,57,133,180.267,65.465,42.924,86.371,0.853,66.098,220637,102,-0.679,0.217,220637,393,54,75,79.540,43.000,1.525,0.656,0.972
273,3805,102.573,9.744,106,65,133,240.208,84.647,57.234,90.525,0.829,87.367,390289,103,-0.297,0.548,390289,394,62,197,84.746,58.000,1.479,0.676,0.970
274,3879,101.477,9.532,106,61,130,249.037,95.277,51.837,88.603,0.786,97.129,393631,102,-0.572,0.816,393631,397,61,211,87.049,52.000,1.838,0.544,0.974
275,2228,101.981,12.756,106,59,154,196.167,68.084,41.666,88.933,0.728,76.295,227214,102,-0.025,0.388,227214,399,59,234,79.426,41.000,1.634,0.612,0.944
276,2008,100.701,12.870,104,60,137,183.823,64.213,39.815,88.456,0.747,67.119,202207,102,-0.344,-0.115,202207,401,64,111,93.417,41.606,1.613,0.620,0.930
277,2440,99.686,10.843,101,61,129,194.167,73.210,42.436,90.581,0.813,74.330,243233,101,-0.615,0.292,243233,402,58,229,84.596,43.000,1.725,0.580,0.970
278,3633,102.484,9.291,106,63,129,236.652,89.302,51.798,88.518,0.815,88.955,372323,104,-0.791,0.819,372323,404,55,202,81.597,52.000,1.724,0.580,0.976
