 ,Area,Mean,StdDev,Mode,Min,Max,Perim.,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
248,4772,106.455,14.428,106,62,160,328.978,135.312,44.903,90.644,0.554,127.883,508005.000,106,0.244,0.287,508005.000,365,52,101,96.736,49.000,3.013,0.332,0.880
249,3170,106.365,13.612,106,64,151,219.966,75.061,53.772,92.152,0.823,77.466,337177,106,0.335,0.385,337177,367,56,168,101.165,54.684,1.396,0.716,0.957
250,3166,107.682,13.414,104,69,148,215.480,74.144,54.368,91.115,0.857,75.133,340920,107,0.408,0.456,340920,368,52,13,99.964,55.000,1.364,0.733,0.970
251,2541,105.916,12.477,106,68,148,199.581,72.733,44.482,92.620,0.802,73.246,269133,105,0.399,0.547,269133,369,63,228,85.301,45.893,1.635,0.612,0.966
252,2905,107.127,12.502,105,67,149,207.238,71.994,51.376,90.534,0.850,72.691,311204,106,0.385,0.535,311204,371,56,99,97.907,51.868,1.401,0.714,0.967
253,2681,108.006,12.827,105,69,149,198.409,70.529,48.399,89.737,0.856,71.197,289565,107,0.451,0.387,289565,372,51,55,100.521,49.951,1.457,0.686,0.969
254,9561,109.259,13.828,110,56,161,396.333,146.404,83.150,89.591,0.765,145.774,1044629,109,0.396,1.308,1044629,374,47,171,84.094,82.611,1.761,0.568,0.960
255,3813,106.773,10.906,109,70,145,248.652,93.298,52.036,91.640,0.775,92.439,407127,107,0.320,0.833,407127,376,57,124,95.587,52.000,1.793,0.558,0.970
256,2625,106.318,13.231,103,60,147,204.652,73.846,45.260,91.834,0.788,76.655,279085,106,0.184,0.176,279085,377,56,169,97.496,47.676,1.632,0.613,0.963
257,2614,107.489,13.174,106,65,147,202.066,73.099,45.531,91.676,0.805,76.118,280976,107,0.210,0.182,280976,378,56,7,99.834,48.000,1.605,0.623,0.964
258,2677,106.482,12.765,108,61,146,201.581,72.195,47.212,91.353,0.828,73.553,285051,107,0.117,0.468,285051,379,55,168,97.028,47.762,1.529,0.654,0.964
259,2677,107.901,12.621,109,64,149,199.581,71.393,47.742,90.864,0.845,71.197,288851,108,0.300,0.494,288851,380,51,10,100.521,47.814,1.495,0.669,0.969
260,4153,106.385,14.575,107,39,160,343.806,133.465,39.619,89.937,0.442,128.098,441815,106,0.135,0.776,441815,381,56,176,87.763,46.000,3.369,0.297,0.834
261,2401,106.243,15.020,104,63,146,190.995,66.651,45.867,92.752,0.827,68.593,255090,106,0.106,0.139,255090,382,57,140,97.539,47.000,1.453,0.688,0.959
262,2479,106.088,15.065,107,60,146,191.338,66.303,47.605,93.538,0.851,66.940,262992,106,0.248,0.096,262992,384,51,127,103.829,47.000,1.393,0.718,0.967
263,4351,107.323,13.030,106,60,151,258.108,90.064,61.510,89.871,0.821,91.005,466962,107,0.215,0.551,466962,388,53,121,102.051,63.000,1.464,0.683,0.966
264,2835,107.699,12.621,104,73,149,204.409,71.589,50.422,91.368,0.853,72.007,305327,106,0.512,0.431,305327,390,57,144,80.407,51.000,1.420,0.704,0.971
265,2325,106.556,14.907,109,67,149,188.510,67.706,43.723,89.233,0.822,68.184,247742,106,0.255,-0.015,247742,392,61,109,94.205,44.000,1.549,0.646,0.962
266,2889,108.361,12.136,107,69,149,207.238,71.622,51.358,95.894,0.845,72.339,313055,107,0.414,0.883,313055,393,58,56,95.553,52.494,1.395,0.717,0.963
267,2236,105.826,13.385,106,54,148,189.823,68.361,41.646,91.586,0.780,72.560,236626,106,0.115,0.517,236626,394,58,169,97.125,43.000,1.641,0.609,0.958
268,2280,107.344,13.379,106,60,149,191.238,68.531,42.360,91.475,0.783,71.449,244744,106,0.256,0.474,244744,395,53,78,83.571,44.000,1.618,0.618,0.952
269,1951,107.845,13.393,107,58,148,169.095,57.359,43.308,90.266,0.857,58.249,210406,107,0.226,0.688,210406,396,55,124,78.111,45.101,1.324,0.755,0.962
270,2162,107.377,15.252,104,65,153,177.681,62.416,44.103,90.210,0.861,63.063,232150,106,0.224,-0.308,232150,397,51,143,75.303,44.000,1.415,0.707,0.969
271,3046,106.832,13.155,103,60,145,227.480,86.067,45.061,90.285,0.740,86.313,325411,106,0.087,0.244,325411,398,55,228,79.992,47.000,1.910,0.524,0.962
272,1988,105.952,13.201,104,56,146,172.853,59.770,42.349,92.959,0.836,60.407,210632,105,0.189,0.180,210632,400,62,185,96.654,43.000,1.411,0.709,0.963
273,2010,107.389,13.364,109,64,146,173.338,59.700,42.868,91.116,0.841,61.205,215851,106,0.278,0.096,215851,401,63,20,94.686,44.000,1.393,0.718,0.958
274,3780,107.297,14.415,106,47,153,245.723,92.587,51.982,91.325,0.787,93.193,405581,107,0.174,0.819,405581,403,60,76,93.691,52.523,1.781,0.561,0.970
275,2854,106.587,13.242,106,58,147,206.409,73.013,49.770,89.488,0.842,73.110,304198,106,0.247,0.479,304198,404,62,105,93.136,50.000,1.467,0.682,0.961
276,2186,105.512,15.901,106,58,151,181.681,64.966,42.843,90.799,0.832,65.490,230650,105,0.124,0.299,230650,409,54,196,82.983,44.000,1.516,0.659,0.963
277,3887,107.953,15.922,108,56,158,237.380,78.401,63.125,90.553,0.867,78.262,419614,107,0.177,0.227,419614,412,52,71,100.305,63.697,1.242,0.805,0.972
278,2519,107.622,12.652,108,73,147,193.924,70.577,45.444,92.257,0.842,70.859,271100,107,0.403,0.283,271100,413,57,51,98.931,46.000,1.553,0.644,0.968
279,1967,105.707,16.243,106,62,147,172.024,58.761,42.621,96.114,0.835,59.540,207926,104,0.355,-0.182,207926,414,54,169,97.722,44.000,1.379,0.725,0.955
280,1964,106.886,16.352,106,61,150,171.338,58.432,42.796,95.523,0.841,61.400,209925,105,0.357,-0.254,209925,415,53,14,96.546,43.000,1.365,0.732,0.954
281,2112,106.165,11.499,106,62,145,173.439,61.103,44.009,91.210,0.882,61.188,224220,105,0.467,0.629,224220,415,58,174,78.690,44.000,1.388,0.720,0.972
282,4123,107.578,13.388,106,61,156,247.622,88.102,59.585,90.358,0.845,89.560,443543,107,0.446,0.967,443543,416,51,179,83.589,59.000,1.479,0.676,0.973
283,2796,106.437,12.639,106,72,145,207.966,72.484,49.114,89.199,0.812,77.104,297599,106,0.266,0.115,297599,417,61,102,92.974,50.000,1.476,0.678,0.962
284,3301,108.103,13.065,104,68,146,222.551,78.729,53.385,91.805,0.838,79.906,356847,107,0.119,-0.013,356847,420,60,72,98.637,55.000,1.475,0.678,0.969
285,2068,105.407,15.510,104,62,150,175.095,61.747,42.642,91.308,0.848,62.801,217981,104,0.341,-0.100,217981,421,55,190,80.838,43.000,1.448,0.691,0.960
286,1820,106.979,18.328,102,60,153,162.610,54.722,42.346,92.080,0.865,55.785,194701,106,0.129,-0.429,194701,423,51,67,104.534,43.386,1.292,0.774,0.962
287,6198,107.552,12.614,108,57,148,387.262,155.412,50.778,91.813,0.519,147.340,666605,108,0.072,0.469,666605,424,57,83,93.892,57.368,3.061,0.327,0.854
288,2940,106.701,13.618,106,63,147,215.380,76.155,49.154,92.726,0.796,81.216,313702,106,0.187,0.022,313702,425,59,142,99.926,51.846,1.549,0.645,0.961
289,2862,106.322,12.770,102,71,145,208.309,69.800,52.206,92.744,0.829,73.682,304293,106,0.426,0.257,304293,429,57,162,97.800,53.000,1.337,0.748,0.960
290,2738,107.384,12.701,104,71,148,198.995,65.308,53.379,86.409,0.869,67.912,294018,107,0.474,0.310,294018,430,49,76,76.373,53.000,1.223,0.817,0.963
291,5007,107.382,11.578,107,64,149,273.078,93.666,68.062,88.035,0.844,95.525,537660,107,0.393,0.903,537660,431,55,232,83.991,69.572,1.376,0.727,0.970
292,4171,107.824,14.509,106,57,149,264.007,96.371,55.107,88.634,0.752,100.125,449734,108,-0.021,0.134,449734,433,57,182,87.138,58.280,1.749,0.572,0.948
293,2777,107.774,14.860,112,27,146,211.480,77.604,45.562,90.811,0.780,80.100,299288,108,-0.643,2.418,299288,435,61,97,87.138,47.000,1.703,0.587,0.957
294,2130,105.716,14.714,96,54,147,175.681,61.994,43.746,88.680,0.867,62.968,225176,104,0.278,0.399,225176,436,59,251,79.939,43.621,1.417,0.706,0.964
295,2138,106.894,14.399,107,62,150,175.924,61.995,43.910,87.394,0.868,63.151,228539,106,0.373,0.353,228539,437,54,86,79.046,44.000,1.412,0.708,0.963
296,3021,107.429,13.874,107,68,154,212.652,74.255,51.801,87.817,0.840,76.026,324543,107,0.475,0.759,324543,438,55,73,91.507,52.000,1.433,0.698,0.969
297,2942,106.719,12.840,102,65,149,214.066,75.931,49.333,88.771,0.807,78.230,313967,106,0.250,0.155,313967,439,59,123,94.399,50.000,1.539,0.650,0.960
298,3380,107.433,12.789,106,64,148,224.066,81.450,52.837,89.633,0.846,81.884,363122,107,0.321,0.559,363122,442,53,166,81.573,52.615,1.542,0.649,0.973
